IDFactura,Rama,Ciudad,TipoCliente,Genero,ClasificacionProducto,PrecioUnitario,Cantidad,Impuesto5%,MontoVenta,Fecha,Hora,MetodoPago,Costo,PorcentajeGanancia,GananciaNeta,PuntuacionCompra
489-82-1237,Alex,Yangon,Normal,Femenino,Accesorios electronicos,93.88,7,32.858,690.018,1/5/2019,0.49375,Tarjeta,657.16,4.761904762,32.858,7.3
859-97-6048,Giza,Naypyitaw,Afiliado,Masculino,Accesorios electronicos,84.25,2,8.425,176.925,3/26/2019,0.592361111,Tarjeta,168.5,4.761904762,8.425,5.3
676-10-2200,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,53.78,1,2.689,56.469,2/3/2019,0.842361111,Digital,53.78,4.761904762,2.689,4.7
373-88-1424,Giza,Naypyitaw,Afiliado,Masculino,Articulos para el hogar,35.81,5,8.9525,188.0025,2/6/2019,0.780555556,Digital,179.05,4.761904762,8.9525,7.9
365-16-4334,Cairo,Mandalay,Normal,Femenino,Comestibles,26.43,8,10.572,222.012,2/24/2019,0.601388889,Digital,211.44,4.761904762,10.572,8.9
503-21-4385,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,39.91,3,5.9865,125.7165,2/21/2019,0.527777778,Digital,119.73,4.761904762,5.9865,9.3
305-89-2768,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,21.9,3,3.285,68.985,1/9/2019,0.779861111,Digital,65.7,4.761904762,3.285,4.7
574-80-1489,Cairo,Mandalay,Afiliado,Femenino,Comestibles,62.85,4,12.57,263.97,2/25/2019,0.556944444,Digital,251.4,4.761904762,12.57,8.7
784-08-0310,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,21.04,4,4.208,88.368,1/13/2019,0.581944444,Efectivo,84.16,4.761904762,4.208,7.6
200-40-6154,Cairo,Mandalay,Afiliado,Masculino,Articulos para el hogar,65.91,6,19.773,415.233,2/9/2019,0.489583333,Efectivo,395.46,4.761904762,19.773,5.7
846-10-0341,Alex,Yangon,Normal,Femenino,Accesorios de moda,42.57,7,14.8995,312.8895,1/6/2019,0.49375,Efectivo,297.99,4.761904762,14.8995,6.8
577-34-7579,Giza,Naypyitaw,Afiliado,Masculino,Comestibles,50.49,9,22.7205,477.1305,1/10/2019,0.719444444,Efectivo,454.41,4.761904762,22.7205,5.4
430-02-3888,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,46.02,6,13.806,289.926,2/7/2019,0.663194444,Efectivo,276.12,4.761904762,13.806,7.1
867-47-1948,Giza,Naypyitaw,Normal,Femenino,Articulos para el hogar,15.8,10,7.9,165.9,1/9/2019,0.504861111,Efectivo,158,4.761904762,7.9,7.8
384-59-6655,Alex,Yangon,Afiliado,Femenino,Comestibles,98.66,9,44.397,932.337,2/19/2019,0.629861111,Efectivo,887.94,4.761904762,44.397,8.4
256-58-3609,Giza,Naypyitaw,Afiliado,Masculino,Accesorios de moda,91.98,1,4.599,96.579,3/18/2019,0.645138889,Efectivo,91.98,4.761904762,4.599,9.8
324-92-3863,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,20.89,2,2.089,43.869,2/5/2019,0.78125,Efectivo,41.78,4.761904762,2.089,9.8
593-08-5916,Alex,Yangon,Normal,Femenino,Accesorios de moda,15.5,1,0.775,16.275,3/19/2019,0.640972222,Tarjeta,15.5,4.761904762,0.775,7.4
364-34-2972,Giza,Naypyitaw,Afiliado,Masculino,Accesorios electronicos,96.82,3,14.523,304.983,3/30/2019,0.859027778,Efectivo,290.46,4.761904762,14.523,6.7
794-42-3736,Cairo,Mandalay,Normal,Masculino,Comestibles,33.33,2,3.333,69.993,1/26/2019,0.611805556,Tarjeta,66.66,4.761904762,3.333,6.4
172-42-8274,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,38.27,2,3.827,80.367,3/2/2019,0.7625,Tarjeta,76.54,4.761904762,3.827,5.8
558-60-5016,Alex,Yangon,Normal,Femenino,Articulos para el hogar,33.3,9,14.985,314.685,3/4/2019,0.64375,Digital,299.7,4.761904762,14.985,7.2
195-06-0432,Alex,Yangon,Afiliado,Masculino,Articulos para el hogar,81.01,3,12.1515,255.1815,1/13/2019,0.538194444,Tarjeta,243.03,4.761904762,12.1515,9.3
605-03-2706,Alex,Yangon,Normal,Femenino,Salud y belleza,15.8,3,2.37,49.77,3/25/2019,0.751388889,Efectivo,47.4,4.761904762,2.37,9.5
214-30-2776,Cairo,Mandalay,Afiliado,Femenino,Accesorios electronicos,34.49,5,8.6225,181.0725,3/11/2019,0.822222222,Tarjeta,172.45,4.761904762,8.6225,9
746-04-1077,Cairo,Mandalay,Afiliado,Femenino,Comestibles,84.63,10,42.315,888.615,1/1/2019,0.483333333,Tarjeta,846.3,4.761904762,42.315,9
448-34-8700,Cairo,Mandalay,Afiliado,Masculino,Articulos para el hogar,36.91,7,12.9185,271.2885,2/10/2019,0.577083333,Digital,258.37,4.761904762,12.9185,6.7
452-04-8808,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,87.08,7,30.478,640.038,1/26/2019,0.636805556,Efectivo,609.56,4.761904762,30.478,5.5
531-56-4728,Alex,Yangon,Normal,Masculino,Articulos para el hogar,80.08,3,12.012,252.252,2/11/2019,0.645138889,Efectivo,240.24,4.761904762,12.012,5.4
744-82-9138,Giza,Naypyitaw,Normal,Masculino,Accesorios de moda,86.13,2,8.613,180.873,2/7/2019,0.749305556,Efectivo,172.26,4.761904762,8.613,8.2
883-69-1285,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,49.92,2,4.992,104.832,3/6/2019,0.496527778,Tarjeta,99.84,4.761904762,4.992,7
221-25-5073,Alex,Yangon,Normal,Femenino,Comestibles,74.66,4,14.932,313.572,3/4/2019,0.44375,Efectivo,298.64,4.761904762,14.932,8.5
518-71-6847,Cairo,Mandalay,Afiliado,Masculino,Comestibles,26.6,6,7.98,167.58,2/26/2019,0.631944444,Digital,159.6,4.761904762,7.98,4.9
156-20-0370,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,25.45,1,1.2725,26.7225,3/10/2019,0.756944444,Tarjeta,25.45,4.761904762,1.2725,5.1
151-33-7434,Cairo,Mandalay,Normal,Femenino,Comestibles,67.77,1,3.3885,71.1585,2/4/2019,0.863194444,Tarjeta,67.77,4.761904762,3.3885,6.5
728-47-9078,Giza,Naypyitaw,Afiliado,Masculino,Comestibles,59.59,4,11.918,250.278,1/19/2019,0.531944444,Efectivo,238.36,4.761904762,11.918,9.8
809-46-1866,Alex,Yangon,Normal,Masculino,Salud y belleza,58.15,4,11.63,244.23,1/23/2019,0.738888889,Efectivo,232.6,4.761904762,11.63,8.4
139-32-4183,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,97.48,9,43.866,921.186,3/14/2019,0.596527778,Digital,877.32,4.761904762,43.866,7.4
148-41-7930,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,99.96,7,34.986,734.706,1/23/2019,0.439583333,Efectivo,699.72,4.761904762,34.986,6.1
189-40-5216,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,96.37,7,33.7295,708.3195,1/9/2019,0.486111111,Efectivo,674.59,4.761904762,33.7295,6
374-38-5555,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,63.71,5,15.9275,334.4775,2/7/2019,0.8125,Digital,318.55,4.761904762,15.9275,8.5
764-44-8999,Cairo,Mandalay,Normal,Femenino,Salud y belleza,14.76,2,1.476,30.996,2/18/2019,0.6125,Digital,29.52,4.761904762,1.476,4.3
552-44-5977,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,62,8,24.8,520.8,1/3/2019,0.797222222,Tarjeta,496,4.761904762,24.8,6.2
267-62-7380,Giza,Naypyitaw,Afiliado,Masculino,Accesorios electronicos,82.34,10,41.17,864.57,3/29/2019,0.8,Digital,823.4,4.761904762,41.17,4.3
430-53-4718,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,75.37,8,30.148,633.108,1/28/2019,0.656944444,Tarjeta,602.96,4.761904762,30.148,8.4
886-18-2897,Alex,Yangon,Normal,Femenino,Comestibles,56.56,5,14.14,296.94,3/22/2019,0.795833333,Tarjeta,282.8,4.761904762,14.14,4.5
602-16-6955,Cairo,Mandalay,Normal,Femenino,Entrenamiento y viajes,76.6,10,38.3,804.3,1/24/2019,0.756944444,Digital,766,4.761904762,38.3,6
745-74-0715,Alex,Yangon,Normal,Masculino,Accesorios electronicos,58.03,2,5.803,121.863,3/10/2019,0.865277778,Digital,116.06,4.761904762,5.803,8.8
690-01-6631,Cairo,Mandalay,Normal,Masculino,Accesorios de moda,17.49,10,8.745,183.645,2/22/2019,0.774305556,Digital,174.9,4.761904762,8.745,6.6
652-49-6720,Giza,Naypyitaw,Afiliado,Femenino,Accesorios electronicos,60.95,1,3.0475,63.9975,2/18/2019,0.486111111,Digital,60.95,4.761904762,3.0475,5.9
233-67-5758,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,40.35,1,2.0175,42.3675,1/29/2019,0.573611111,Digital,40.35,4.761904762,2.0175,6.2
303-96-2227,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,97.38,10,48.69,1022.49,3/2/2019,0.719444444,Digital,973.8,4.761904762,48.69,4.4
727-02-1313,Alex,Yangon,Afiliado,Masculino,Comestibles,31.84,1,1.592,33.432,2/9/2019,0.556944444,Efectivo,31.84,4.761904762,1.592,7.7
347-56-2442,Alex,Yangon,Normal,Masculino,Articulos para el hogar,65.82,1,3.291,69.111,2/22/2019,0.647916667,Efectivo,65.82,4.761904762,3.291,4.1
849-09-3807,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,88.34,7,30.919,649.299,2/18/2019,0.561111111,Efectivo,618.38,4.761904762,30.919,6.6
